hub_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
IND127021AAA,-0.17000255,0.28277576,-0.39970025,-0.042339697,-0.19926755,-0.1828954,-0.2537334,-0.26850528,0.03790766,-0.875924,-0.27053064,-0.8665802,-0.28061196,-1.1371279,0.7871773,-0.6169211,-0.14714019,-0.43813148,-0.5803498,0.35182652,-0.39987177,-0.48454636,0.019411385,-0.039575428,0.36847016,-0.44172704,0.3791389,-0.10411559,-0.70672864,0.46256024,0.06831432,0.5304489
IND131028AAB,-0.16561143,-0.8279689,0.7165298,0.22057581,0.27407014,0.6551229,-0.35139588,0.035956055,0.7403073,0.022004448,0.30466527,-0.7854719,0.07612297,-0.27010968,-0.14022508,-0.42391127,-0.16692747,-0.21565919,0.010534279,-0.15330654,0.74097157,-0.08498895,0.37539592,0.074605055,-0.089567505,-0.27649847,-0.27690136,0.30209872,-1.056442,0.32619658,-0.61889666,-0.42215747
IND201007AAA,-0.12307424,-0.008017153,0.4714594,-0.019337397,0.36736336,0.5217296,-0.13094436,0.032767974,0.411227,-0.047221605,0.28596842,-0.59814084,0.06573737,-0.013862668,-0.6701063,-0.008124568,-0.099568635,-0.07505806,-0.17403762,-0.12433305,0.57101786,-0.13522886,-0.03812054,0.06277872,-0.14519885,-0.27921176,-0.07446878,0.44256765,-0.68096393,0.203453,-0.24599363,-0.31065243
IND201301AAF,-0.057322003,-0.36286473,0.38552636,0.020672522,0.06239364,0.46864435,-0.29545674,-0.020294126,0.36410773,-0.100732006,0.32333016,-0.5328675,0.08443284,-0.12021499,-0.34806827,-0.096094064,-0.18927386,-0.11678715,-0.07263655,0.004315736,0.48682404,-0.024578404,0.48946938,0.1168506,0.118229955,-0.13851109,-0.03105006,0.22968164,-0.41932267,0.3156209,-0.4092301,-0.30546948
IND201301AAM,-0.27663898,0.23098983,-0.31101942,-0.08391142,-0.23812282,-0.056863904,-0.35209548,-0.1883791,-0.189417,-1.0131971,-0.24291486,-0.22434852,-0.009707771,-1.0125644,0.79103833,-0.4862079,-0.69471306,-0.9080409,-0.3414051,0.4210664,-0.19676277,-0.41190797,0.35443488,0.09893304,0.3521391,-0.5695065,0.50308585,-0.3704141,-0.31627318,0.69673127,-0.0071617365,0.3522268
IND209304AAA,-0.1356054,-0.26976976,0.8052655,0.2170161,0.6468297,0.757448,-0.006991403,-0.26701266,0.7973379,-0.041942492,0.29861057,-1.0293933,-0.20320748,-0.2564183,-0.5491649,-0.4587886,-0.071830764,-0.3418358,-0.33183533,-0.1592934,0.83496094,-0.3519063,-0.31204087,-0.03370256,-0.2335413,-0.44650483,-0.28954113,0.4150547,-1.7260753,0.0125744045,-0.12023613,-0.5192486
IND282002AAD,-0.0893434,0.25668696,0.3357377,0.065972514,0.38051045,0.3163684,-0.039605834,-0.18901786,0.24664956,-0.28478438,-0.046069823,-0.43430018,0.026071839,-0.3738481,-0.14365697,-0.1102007,0.017638559,-0.20839138,-0.3554707,0.17281872,0.22318089,-0.34813392,-0.2842583,-0.14894506,-0.2032673,-0.3170942,0.013401933,0.18521585,-0.6525779,0.36271533,-0.113145836,-0.09887147
IND301001AAB,0.037424855,0.44418785,0.2696861,0.1295529,0.2467038,0.34495512,0.07783778,-0.4351481,0.4764716,-0.29760545,0.31677154,-0.67650735,-0.030247351,-0.5126454,-0.20400043,-0.32821047,-0.12703444,-0.13017714,-0.39525166,0.36092442,0.28432602,-0.26246712,-0.310835,-0.07274634,-0.09147196,-0.27626738,-0.095599174,0.11147158,-0.85241216,0.35626018,0.029501397,-0.15815452
IND301705AAA,-0.03520809,0.31480634,-0.05021292,-0.03081423,-0.14746067,-0.0030115694,-0.20358893,-0.19748488,0.017111883,-0.6155527,-0.014438629,-0.32361662,-0.015441632,-0.534865,0.1976783,-0.13102023,-0.47806883,-0.29572892,-0.26879945,0.12104307,0.0420053,-0.01011667,0.16404912,0.13023835,0.30272752,-0.2661077,0.09881836,-0.19484828,0.11344662,0.466716,-0.07493654,0.07559247
IND302014AAA,-0.013289988,0.6162297,0.49452925,0.3736357,0.1355536,0.25986087,0.25820854,-0.7437242,0.54621756,-0.44766942,0.41786367,-0.94865394,-0.33230528,-0.6690676,-0.076587886,-0.51961654,-0.16435422,-0.17500517,-0.5822196,0.37661952,0.5239195,-0.43825337,0.031745583,-0.2580818,0.08540729,-0.29572994,-0.31772712,0.0882874,-1.3665029,0.031335782,0.39814818,-0.5051228
IND302022AAD,-0.24740055,0.27018884,-0.3239665,-0.11122084,-0.21883227,-0.08038986,-0.31920165,-0.16890527,-0.14438695,-0.98681045,-0.2648905,-0.19766623,-0.016954925,-1.0203534,0.8325149,-0.46244627,-0.6758577,-0.88230973,-0.32810655,0.37615585,-0.22097632,-0.40048915,0.2969628,0.043417335,0.3408345,-0.5939624,0.43708023,-0.3755541,-0.35914823,0.71827775,0.059722543,0.3803447
IND328001AAA,-0.026207522,0.2414315,0.24931034,0.09959066,0.29164526,0.3497717,-0.08488319,-0.41096514,0.35462692,-0.31198463,0.12756203,-0.55760354,0.0766775,-0.5608416,0.07465421,-0.18504253,-0.18250933,-0.13691571,-0.2527594,0.21028626,0.370254,-0.15341568,-0.06079047,-0.07003063,0.11255888,-0.29501253,-0.064189136,0.021891825,-0.7030092,0.43637452,0.034546267,-0.1512873
IND382430AAB,0.0055074915,-0.7711194,0.33143088,0.031455882,0.35007972,0.5527718,-0.4722423,0.060887687,0.5069511,-0.3863028,0.22137576,-0.8499101,0.22385454,-0.45681188,-0.27411646,-0.54779804,-0.37011597,-0.25884923,-0.2552722,0.000549715,0.6798077,-0.18185504,0.9413453,0.28979075,0.15524141,-0.08258142,-0.094014145,0.17002168,-0.6627656,0.40468824,-1.0057535,-0.44571635
IND390022AAA,0.046129473,0.057210393,0.18705599,0.1288105,0.34736627,0.46897227,-0.22850294,-0.043794714,0.345176,-0.38580552,0.20502079,-0.56008536,0.21294808,-0.17691073,-0.5239522,-0.13304415,-0.22111662,-0.11364609,-0.42909437,0.25305715,0.44343752,-0.12682736,0.3574197,0.12071999,-0.16434595,-0.13820712,-0.049757313,0.1343548,-0.23753321,0.47895032,-0.5542214,-0.24237014
IND421302AAG,-0.015872665,-2.2857676,0.45607984,0.12197259,0.56197226,0.7122231,-1.4448717,0.1315921,0.9710085,-0.35512698,0.08041024,-1.5512853,0.40976942,-0.9662515,0.18940742,-1.2004795,-0.5721302,-0.6610316,-0.23299104,0.030073196,0.5609956,-0.30995056,1.750309,0.5752827,0.42816743,-0.5892096,-0.24278088,0.048076168,-1.7311835,0.94308543,-2.130474,-0.9388206
IND462022AAA,-0.039111853,-0.030232236,0.6112915,0.21953347,0.3945163,0.60857546,-0.05702932,-0.28462312,0.6840982,-0.1320628,0.3671615,-0.94345915,-0.13992703,-0.2192345,-0.5070732,-0.33686012,-0.14643288,-0.1720893,-0.34559673,-0.022220261,0.7268907,-0.23302448,-0.12932572,0.04046671,-0.1307146,-0.26155442,-0.29122013,0.31618944,-1.2663409,0.0835932,-0.14109725,-0.44222602
IND474003AAA,0.0353832,0.4481809,0.45816585,0.3142112,0.3656546,0.5129481,-0.031446546,-0.37284508,0.7909559,-0.38030392,0.22864088,-0.67401177,0.11888986,-0.23329994,-0.41194612,-0.07567294,-0.15699503,0.11350824,-0.44246697,0.23446684,0.6945491,-0.03760925,-0.014726222,-0.15789354,-0.26229995,-0.2728979,-0.3695861,0.20572683,-0.7471701,0.5305215,-0.258561,-0.4468721
IND501359AAE,-0.21785454,-0.76398593,1.5341421,0.6077311,0.79791653,1.1585314,-0.2888589,-0.17896453,1.4833237,-0.018749457,0.36326462,-1.5248414,-0.24266247,-0.33706474,-0.62246263,-0.6695419,-0.20738399,-0.5097123,-0.30790475,-0.266792,1.5507009,-0.3857435,-0.2234357,-0.1376144,-0.63527197,-0.71466887,-0.84299785,0.665826,-2.6727927,0.26857787,-0.57711923,-0.96638376
